EmployeeID,Name, Department,Salary,JoiningDate,Age,Gender ,Experience (Years),Performance Rating, Remote Worker,Last Promotion Date
398.0,Employee_298,Finance,5287.0,2015-02-02,28.0,Female,3.0,3.5,True,2021-04-11
,Employee_299,HR,4120.0,2015-01-22,42.0,Female,,3.8,True,2021-05-31
400.0,Employee_300,Marketing,4721.0,2020-09-13,39.0,Female,,1.7,False,2021-07-22
,Employee_301,HR,6019.0,2020-11-16,42.0,Female,13.0,3.0,False,2021-10-05
402.0,Employee_302,Operations,5246.0,2020-06-13,49.0,Female,28.0,1.9,True,
403.0,Employee_303,Finance,6352.0,2021-04-04,42.0,Female,6.0,1.8,False,2021-05-16
404.0,,Finance,7123.0,2021-04-19,,Male,24.0,1.7,False,2024-06-12
405.0,Employee_305,Finance,7121.0,2017-02-25,36.0,Female,5.0,3.2,False,2022-11-12
406.0,Employee_306,Marketing,,2017-10-02,30.0,Female,28.0,4.6,False,2021-09-12
407.0,Employee_307,,7754.0,2023-05-07,29.0,Female,16.0,4.3,False,2021-06-06
408.0,Employee_308,Marketing,6429.0,2020-12-26,,Female,25.0,4.8,True,2023-02-12
409.0,Employee_309,HR,4303.0,2020-03-12,41.0,Male,21.0,3.2,False,2022-03-30
,Employee_310,Operations,7880.0,2015-08-14,28.0,Male,23.0,2.0,True,
411.0,Employee_311,Finance,6495.0,2020-04-02,47.0,Female,15.0,3.4,True,2021-06-06
412.0,Employee_312,HR,6354.0,2018-09-10,36.0,Male,6.0,2.0,False,2023-02-10
413.0,Employee_313,Operations,7000.0,2015-05-13,36.0,Female,23.0,4.9,True,
414.0,Employee_314,HR,5806.0,2015-07-27,50.0,Male,19.0,4.2,True,2020-08-20
415.0,Employee_315,Marketing,5432.0,2015-09-03,25.0,Male,6.0,2.8,False,2022-03-12
416.0,Employee_316,Marketing,4692.0,2018-12-19,44.0,Male,3.0,1.8,True,2021-03-21
417.0,Employee_317,Marketing,,2017-03-07,35.0,Female,27.0,1.6,False,2022-08-06
418.0,Employee_318,IT,4337.0,2015-02-11,,Male,8.0,3.9,False,
,Employee_319,Operations,6979.0,2023-05-24,34.0,Female,6.0,2.3,True,2021-07-26
420.0,Employee_320,,6393.0,2017-05-13,46.0,Male,25.0,2.0,True,2020-10-19
421.0,Employee_321,Finance,7754.0,2020-03-01,27.0,Male,5.0,3.2,True,
422.0,Employee_322,Finance,7831.0,2019-06-21,42.0,Female,2.0,2.8,False,2020-03-23
423.0,,Finance,7738.0,2022-03-30,48.0,Male,29.0,4.8,True,
424.0,Employee_324,HR,7494.0,2021-03-08,40.0,Female,10.0,4.9,True,2021-09-01
425.0,Employee_325,Marketing,7288.0,2018-07-05,33.0,Male,21.0,2.5,True,2020-01-02
426.0,Employee_326,Marketing,5250.0,2023-03-03,46.0,Female,25.0,2.3,False,2023-06-08
427.0,Employee_327,Operations,4949.0,2018-06-27,25.0,Female,2.0,1.4,False,2021-08-04
428.0,Employee_328,HR,,2016-05-31,50.0,Female,,2.5,False,
429.0,Employee_329,Marketing,7091.0,2019-08-27,33.0,Female,9.0,3.6,False,2021-05-29
,Employee_330,Marketing,,2016-06-15,50.0,Female,21.0,1.2,,
431.0,Employee_331,Finance,5917.0,2023-08-21,31.0,Female,23.0,2.6,True,
432.0,Employee_332,HR,4631.0,2017-03-04,,Female,19.0,2.3,False,2023-03-30
433.0,Employee_333,Operations,5100.0,2015-04-19,44.0,Female,26.0,4.3,True,2024-10-11
434.0,Employee_334,Finance,7753.0,2016-07-24,,Male,1.0,3.5,True,2021-02-16
435.0,Employee_335,Operations,5626.0,2015-12-24,38.0,Female,30.0,3.2,True,2020-04-15
436.0,Employee_336,HR,7202.0,2019-07-29,26.0,Female,14.0,3.8,False,2020-10-08
437.0,Employee_337,Operations,4297.0,2017-12-29,48.0,Male,27.0,1.1,True,2024-12-25
438.0,Employee_338,Marketing,5495.0,2017-08-20,41.0,Female,6.0,4.9,True,2024-05-01
439.0,Employee_339,IT,4497.0,2016-07-09,50.0,Female,23.0,1.6,False,2024-07-27
,Employee_340,IT,4704.0,2019-07-28,,Female,,2.6,True,2023-06-28
441.0,Employee_341,Finance,4675.0,2015-01-17,43.0,Female,,2.8,False,
442.0,Employee_342,Finance,5307.0,2015-11-08,45.0,Female,16.0,4.1,False,2022-10-03
443.0,Employee_343,IT,4511.0,2020-04-13,46.0,Female,25.0,1.0,False,2020-12-11
444.0,Employee_344,Finance,4321.0,2019-05-24,42.0,Female,25.0,1.5,True,2023-09-01
445.0,Employee_345,,6702.0,2018-02-24,,Female,22.0,2.7,True,2020-03-30
446.0,Employee_346,IT,,2022-03-01,48.0,Male,20.0,2.5,True,2021-05-13
447.0,Employee_347,Operations,7292.0,2023-10-23,25.0,Male,5.0,3.7,False,2020-07-20
448.0,Employee_348,Operations,7687.0,2020-01-12,31.0,Female,22.0,3.2,True,2024-04-14
449.0,Employee_349,Marketing,5692.0,2022-12-25,26.0,Female,26.0,4.6,False,2020-06-02
450.0,Employee_350,Marketing,4570.0,2020-07-08,44.0,Female,,4.9,True,2024-10-25
451.0,Employee_351,Finance,7568.0,2018-08-31,33.0,Female,2.0,3.7,True,2020-09-18
452.0,Employee_352,Marketing,6579.0,2018-09-05,27.0,Female,11.0,1.4,True,2022-10-08
,Employee_353,HR,4470.0,2020-10-26,42.0,Male,27.0,4.2,False,2022-09-24
454.0,Employee_354,IT,7387.0,2022-04-04,36.0,Male,19.0,5.0,False,2021-09-12
455.0,Employee_355,Operations,,2015-10-17,42.0,Female,7.0,2.2,True,2022-01-13
456.0,Employee_356,Marketing,4900.0,2015-08-04,38.0,Female,,3.1,False,2020-12-30
,Employee_357,Marketing,4707.0,2019-07-16,36.0,Female,9.0,1.6,False,2020-10-24
458.0,Employee_358,HR,6763.0,2018-12-31,43.0,Female,20.0,2.7,True,2021-09-11
459.0,Employee_359,Finance,,2015-07-15,,Female,28.0,1.6,True,2024-02-04
,Employee_360,Finance,6320.0,2018-02-27,,Female,1.0,4.3,True,2023-02-05
,Employee_361,Marketing,4510.0,2016-06-05,49.0,Female,12.0,3.7,False,2023-04-07
462.0,Employee_362,Marketing,5692.0,2016-10-06,50.0,Female,30.0,4.8,False,2020-07-28
463.0,Employee_363,IT,4719.0,2015-05-10,33.0,Female,27.0,2.6,False,2020-07-14
464.0,Employee_364,Finance,4467.0,2021-01-04,37.0,Female,18.0,2.2,False,2020-09-19
465.0,Employee_365,Operations,7495.0,2019-07-02,38.0,Male,6.0,1.6,True,2021-05-01
466.0,Employee_366,Operations,4454.0,2023-12-23,46.0,Female,,1.3,True,2021-05-13
467.0,Employee_367,Finance,4124.0,2021-09-08,45.0,Female,,4.0,True,2020-07-30
468.0,Employee_368,HR,7584.0,2022-08-18,26.0,Female,14.0,2.5,True,2024-04-25
469.0,Employee_369,Finance,,2020-05-08,38.0,Female,14.0,1.8,False,
470.0,Employee_370,Operations,6062.0,2015-03-19,42.0,Male,19.0,2.8,False,2023-02-10
471.0,Employee_371,Marketing,4258.0,2017-03-21,,Female,25.0,2.3,False,2021-05-31
472.0,Employee_372,Operations,,2023-02-21,39.0,Female,,3.7,False,2023-04-17
473.0,Employee_373,Finance,7888.0,2016-10-25,29.0,Female,29.0,1.3,True,2024-11-14
474.0,Employee_374,Marketing,5479.0,2022-11-24,39.0,Female,29.0,4.9,,2023-10-24
475.0,Employee_375,HR,,2022-09-30,45.0,Male,22.0,3.5,False,2022-08-25
476.0,Employee_376,,6530.0,2021-05-03,41.0,Male,19.0,2.7,True,2021-09-22
477.0,Employee_377,IT,6442.0,2022-05-02,41.0,Male,16.0,2.2,True,2022-12-02
478.0,Employee_378,IT,,2021-01-13,46.0,Male,6.0,1.1,,2024-07-31
479.0,Employee_379,Finance,6230.0,2018-04-28,48.0,Male,29.0,3.9,True,
480.0,Employee_380,HR,5410.0,2019-12-29,49.0,Male,21.0,1.7,True,
481.0,Employee_381,IT,6439.0,2019-05-23,30.0,Female,29.0,2.9,False,2021-01-12
482.0,Employee_382,IT,6080.0,2019-09-05,38.0,Male,2.0,3.1,False,2022-07-15
483.0,Employee_383,Marketing,7216.0,2020-10-06,31.0,Male,18.0,1.6,True,2020-06-22
484.0,Employee_384,Marketing,4531.0,2020-03-12,37.0,Male,23.0,1.7,True,2022-09-15
485.0,Employee_385,HR,,2021-01-13,,Female,3.0,2.7,True,2023-04-30
486.0,Employee_386,Finance,5281.0,2018-12-29,31.0,Male,12.0,4.3,True,
487.0,,Operations,6115.0,2020-09-16,28.0,Female,23.0,4.3,True,2022-07-05
488.0,Employee_388,HR,4168.0,2016-04-04,48.0,Female,22.0,2.3,False,2024-08-12
,Employee_389,Operations,4573.0,2017-07-20,35.0,Female,23.0,3.2,True,2020-08-09
490.0,Employee_390,IT,5238.0,2015-06-09,37.0,Female,6.0,1.6,False,2020-12-26
491.0,Employee_391,Finance,,2016-10-12,41.0,Male,8.0,1.1,True,
492.0,Employee_392,Finance,5913.0,2022-07-15,39.0,Female,8.0,3.7,False,2024-07-12
493.0,Employee_393,Operations,5575.0,2018-07-31,50.0,Female,2.0,3.7,True,2020-11-28
494.0,Employee_394,Finance,7641.0,2023-06-30,30.0,Male,23.0,3.6,True,2019-12-29
495.0,Employee_395,Operations,5382.0,2022-07-10,32.0,Female,18.0,4.8,False,2024-03-11
496.0,,IT,4830.0,2019-10-19,27.0,Male,4.0,2.9,True,2022-08-30
497.0,Employee_397,Operations,5309.0,2020-10-14,27.0,Female,7.0,2.8,True,
498.0,Employee_398,HR,4456.0,2016-10-14,45.0,Female,14.0,3.3,False,
499.0,Employee_399,Operations,4543.0,2015-12-09,41.0,Male,24.0,2.5,True,2020-10-14
500.0,Employee_400,Marketing,6877.0,2020-09-15,40.0,Male,11.0,3.6,False,2022-10-31
501.0,Employee_401,IT,4640.0,2022-06-16,28.0,Male,14.0,4.0,False,
502.0,Employee_402,IT,4512.0,2017-06-14,28.0,Female,16.0,2.3,True,2024-10-23
503.0,Employee_403,Marketing,5241.0,2022-02-08,,Female,17.0,4.9,False,2021-05-15
504.0,Employee_404,IT,4357.0,2019-08-28,,Male,0.0,4.0,False,2021-06-27
505.0,Employee_405,Marketing,6627.0,2021-10-25,27.0,Male,19.0,2.0,True,
506.0,Employee_406,Operations,5024.0,2018-02-24,50.0,Female,18.0,2.3,True,2020-07-07
507.0,Employee_407,IT,,2021-10-09,33.0,Female,14.0,3.5,False,2024-11-13
508.0,,Marketing,6546.0,2021-05-11,37.0,Male,20.0,1.4,True,2023-12-14
509.0,Employee_409,Marketing,,2017-07-13,49.0,Female,22.0,2.1,True,2021-08-22
510.0,,Finance,6518.0,2021-07-30,40.0,Female,14.0,1.3,True,2022-01-18
511.0,Employee_411,Operations,6042.0,2019-11-14,30.0,Male,8.0,4.8,True,2020-07-13
512.0,Employee_412,HR,5062.0,2019-12-03,,Male,,3.7,False,2022-02-06
513.0,,IT,6219.0,2021-12-21,31.0,Female,26.0,4.9,True,
514.0,Employee_414,IT,7396.0,2018-02-13,39.0,Male,27.0,4.3,True,2022-04-24
515.0,,Marketing,4172.0,2023-09-02,39.0,Female,8.0,2.1,False,2024-12-20
516.0,Employee_416,IT,6453.0,2015-02-02,32.0,Female,27.0,5.0,False,
517.0,Employee_417,Finance,5282.0,2015-11-16,41.0,Male,18.0,2.2,False,2023-01-11
518.0,Employee_418,Operations,,2016-12-12,42.0,Male,15.0,2.8,True,2024-07-18
519.0,Employee_419,Operations,6442.0,2018-03-16,32.0,Male,29.0,3.0,True,2020-11-14
520.0,Employee_420,IT,5740.0,2019-09-24,37.0,Male,5.0,3.6,True,2020-01-14
521.0,Employee_421,IT,4749.0,2015-11-20,40.0,Male,2.0,4.5,False,2021-03-02
522.0,Employee_422,Marketing,6143.0,2018-01-07,41.0,Male,17.0,4.9,,2023-08-06
523.0,Employee_423,IT,6307.0,2019-06-17,50.0,Female,5.0,2.4,True,2023-06-20
524.0,Employee_424,Finance,6700.0,2020-05-11,25.0,Female,26.0,4.1,False,2020-03-28
525.0,Employee_425,IT,6778.0,2019-12-07,42.0,Male,,3.5,False,2022-07-16
526.0,,Finance,6778.0,2018-03-31,42.0,Female,,4.8,False,
527.0,,Marketing,7801.0,2016-06-14,35.0,Female,2.0,3.4,True,2020-07-14
528.0,Employee_428,HR,7392.0,2019-09-02,49.0,Male,17.0,3.7,True,
529.0,Employee_429,Operations,4211.0,2023-10-15,38.0,Female,0.0,2.5,True,2020-07-23
530.0,,Finance,4487.0,2018-02-12,28.0,Male,1.0,3.8,False,2023-02-16
,Employee_431,IT,7367.0,2019-03-30,27.0,Female,5.0,4.5,False,
532.0,Employee_432,,7858.0,2016-10-14,37.0,Female,1.0,1.6,True,2020-03-24
533.0,Employee_433,Marketing,5302.0,2015-03-22,32.0,Female,22.0,3.6,,2021-02-16
534.0,Employee_434,HR,,2015-10-15,,Male,3.0,2.3,True,2022-08-09
,Employee_435,Marketing,6712.0,2021-02-26,30.0,Male,21.0,3.9,True,
536.0,Employee_436,HR,5291.0,2020-12-22,32.0,Male,13.0,4.3,False,2023-11-12
537.0,Employee_437,Operations,6803.0,2017-11-03,28.0,Male,6.0,1.5,False,2021-09-13
538.0,,HR,6017.0,2020-07-19,46.0,Male,0.0,3.4,True,2020-10-19
539.0,Employee_439,HR,7555.0,2016-07-17,50.0,Female,26.0,4.0,False,2023-02-14
540.0,Employee_440,Finance,4495.0,2016-03-31,42.0,Female,21.0,2.5,False,2021-01-09
541.0,Employee_441,HR,6974.0,2021-04-05,48.0,Male,1.0,2.4,True,
542.0,Employee_442,Finance,6838.0,2023-05-03,39.0,Female,26.0,4.4,False,
543.0,Employee_443,IT,6082.0,2020-12-22,26.0,Male,,3.1,True,2022-02-23
544.0,Employee_444,IT,4373.0,2022-05-08,28.0,Female,16.0,4.3,False,2021-08-13
,Employee_445,HR,4795.0,2022-05-18,42.0,Female,10.0,1.8,False,2023-08-08
546.0,Employee_446,Marketing,6127.0,2017-02-14,31.0,Male,20.0,1.1,True,2022-04-27
547.0,Employee_447,Finance,6771.0,2019-12-17,26.0,Female,23.0,3.1,True,2021-07-17
548.0,Employee_448,Operations,4248.0,2023-10-29,,Male,25.0,2.1,True,2024-08-14
549.0,Employee_449,HR,6077.0,2023-10-08,47.0,Male,11.0,4.1,False,2020-11-14
550.0,Employee_450,IT,7478.0,2018-07-16,48.0,Male,25.0,4.4,False,2023-05-23
551.0,Employee_451,Marketing,5463.0,2015-02-26,37.0,Male,13.0,2.2,False,2022-12-15
552.0,Employee_452,Finance,7251.0,2019-09-28,29.0,Male,5.0,4.2,True,
553.0,Employee_453,Marketing,7377.0,2021-07-27,49.0,Female,26.0,1.4,False,
554.0,Employee_454,IT,4169.0,2015-10-07,29.0,Male,23.0,1.9,,2022-03-03
,Employee_455,IT,,2017-06-11,28.0,Male,,1.5,False,2024-03-25
556.0,Employee_456,Marketing,7628.0,2018-09-16,41.0,Female,8.0,3.5,False,2021-12-07
557.0,Employee_457,HR,7609.0,2018-12-29,34.0,Male,26.0,4.7,False,2023-02-05
558.0,Employee_458,Operations,7819.0,2015-09-17,33.0,Female,10.0,3.9,False,
559.0,Employee_459,HR,4788.0,2017-09-19,35.0,Male,,1.5,True,2024-08-09
560.0,Employee_460,Operations,4397.0,2018-06-20,42.0,Male,10.0,1.9,True,2023-08-14
561.0,Employee_461,IT,7235.0,2023-05-15,44.0,Female,17.0,3.2,False,2020-10-17
562.0,Employee_462,HR,6291.0,2017-02-16,,Male,15.0,1.8,True,
563.0,Employee_463,Operations,4428.0,2020-05-07,36.0,Female,12.0,3.6,,
564.0,Employee_464,Finance,6594.0,2018-08-19,26.0,Female,,2.8,False,
565.0,Employee_465,Finance,7558.0,2015-05-19,48.0,Female,18.0,2.1,False,2021-07-26
566.0,Employee_466,IT,4320.0,2015-12-15,28.0,Female,14.0,2.7,,2021-06-16
567.0,Employee_467,Marketing,7033.0,2019-07-27,48.0,Female,2.0,1.3,False,2023-11-01
568.0,Employee_468,HR,4983.0,2016-08-04,42.0,Female,1.0,2.7,False,2024-11-14
569.0,,IT,4879.0,2022-03-29,35.0,Female,22.0,2.3,False,2024-05-31
570.0,Employee_470,Marketing,5739.0,2022-08-10,35.0,Female,21.0,3.7,False,2021-10-22
,Employee_471,Operations,4650.0,2023-10-29,49.0,Female,1.0,2.6,False,2022-04-20
572.0,Employee_472,Finance,5589.0,2016-08-22,48.0,Female,8.0,3.8,False,2024-01-12
573.0,Employee_473,Marketing,7266.0,2019-12-20,43.0,Female,20.0,1.9,True,2023-11-29
574.0,Employee_474,Operations,7133.0,2019-10-23,32.0,Female,2.0,2.8,False,2024-08-19
575.0,Employee_475,Marketing,7292.0,2023-04-29,36.0,Female,,4.5,False,2024-07-26
576.0,Employee_476,Operations,6383.0,2016-08-21,42.0,Male,25.0,1.8,True,2023-08-26
577.0,,Marketing,6066.0,2019-12-09,46.0,Female,16.0,4.1,False,2023-07-17
578.0,Employee_478,Marketing,4235.0,2016-01-15,36.0,Female,13.0,4.9,False,
579.0,Employee_479,Operations,,2016-04-15,27.0,Female,7.0,1.8,False,2021-12-29
580.0,Employee_480,,6656.0,2023-08-21,30.0,Male,15.0,1.1,True,2022-09-09
581.0,Employee_481,Operations,7863.0,2019-12-18,41.0,Female,6.0,1.1,True,2023-07-27
582.0,Employee_482,Marketing,,2015-07-14,44.0,Male,25.0,2.4,True,2023-03-03
,Employee_483,IT,6301.0,2022-03-16,,Female,,2.1,False,2020-09-16
584.0,Employee_484,Operations,4124.0,2021-07-06,28.0,Female,22.0,2.1,False,2021-03-26
585.0,Employee_485,Marketing,4266.0,2016-03-07,,Male,12.0,1.4,,2024-09-04
586.0,Employee_486,IT,4152.0,2015-07-02,48.0,Female,8.0,3.7,False,
587.0,Employee_487,IT,4814.0,2019-07-13,36.0,Female,21.0,3.1,True,2020-11-18
588.0,Employee_488,Marketing,,2017-08-05,44.0,Male,0.0,1.3,,2023-07-29
589.0,Employee_489,Operations,7601.0,2018-03-15,41.0,Male,17.0,1.1,True,2021-06-23
590.0,Employee_490,Finance,,2022-03-01,,Female,28.0,3.0,True,2024-11-30
591.0,Employee_491,Marketing,4543.0,2020-10-09,26.0,Female,3.0,1.7,False,
592.0,Employee_492,Operations,5346.0,2015-10-13,28.0,Female,28.0,4.7,False,2023-10-23
593.0,Employee_493,Marketing,7284.0,2021-01-17,42.0,Male,22.0,4.5,False,2024-09-29
,Employee_494,Marketing,6351.0,2020-04-11,47.0,Male,10.0,2.2,True,2024-11-30
595.0,Employee_495,Operations,7580.0,2023-07-20,46.0,Female,26.0,4.0,False,2024-04-14
596.0,Employee_496,Marketing,5485.0,2016-02-10,40.0,Male,28.0,2.3,True,2022-04-14
597.0,Employee_497,Marketing,6273.0,2023-05-28,33.0,Female,6.0,4.5,False,2022-12-08
598.0,Employee_498,HR,,2016-05-19,31.0,Female,22.0,1.5,False,2022-05-27
599.0,Employee_499,Finance,7539.0,2023-02-10,33.0,Male,27.0,2.2,False,
600.0,Employee_500,IT,6669.0,2023-02-17,29.0,Male,29.0,3.1,,2020-07-23
